校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
05901,財務金融學系,8,8,"--
--
--
--
--
底標
--","在校學業
學測總級分",7,"49%
--",1,"38%
--"
05901,財務金融學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05902,企業管理學系經營管理組,4,8,"底標
--
--
--
--
--
--","在校學業
學測總級分",4,"47%
--",--,
05902,企業管理學系經營管理組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
05903,企業管理學系行銷與創業組,1,3,"底標
--
--
--
--
--
--","在校學業
學測總級分",1,"42%
--",--,
05904,文化創意事業管理學系行銷組,0,5,"--
--
--
底標
--
--
--","在校學業
學測總級分",0,"--
--",--,
05904,文化創意事業管理學系行銷組【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
學測總級分",0,"--
--",--,
05905,文化創意事業管理學系產業組,1,4,"--
--
--
底標
--
--
--","在校學業
學測總級分",1,"27%
--",--,
05905,文化創意事業管理學系產業組【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
學測總級分",0,"--
--",--,
05906,旅遊管理學系,11,14,"--
--
--
--
--
底標
--","在校學業
學測社會",6,"47%
--",5,"47%
--"
05906,旅遊管理學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會",0,"--
--",--,
05907,管理學院國際企業學士學位學程,3,5,"--
底標
--
--
--
--
--","在校學業
學測英文",3,"41%
--",--,
05907,管理學院國際企業學士學位學程【外加】,0,1,"--
底標
--
--
--
--
--","在校學業
學測英文",0,"--
--",--,
05908,生死學系社會工作組,1,8,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",1,"43%
--"
05908,生死學系社會工作組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05909,生死學系殯葬服務組,11,11,"--
--
--
--
--
底標
--","在校學業
學測總級分",10,"48%
--",1,"37%
--"
05909,生死學系殯葬服務組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05910,生死學系諮商組,6,7,"--
--
--
--
--
底標
--","在校學業
學測總級分",4,"38%
--",2,"46%
--"
05910,生死學系諮商組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05911,幼兒教育學系,8,8,"--
--
--
--
--
底標
--","在校學業
學測總級分",5,"47%
--",3,"49%
--"
05911,幼兒教育學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05912,文學系,2,9,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"33%
--",1,"25%
--"
05912,文學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05913,外國語文學系,10,10,"--
--
--
--
--
底標
--","在校學業
學測英文",10,"50%
--",--,
05913,外國語文學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測英文",0,"--
--",--,
05914,應用社會學系社會學組,4,4,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"30%
--",3,"47%
--"
05914,應用社會學系社會學組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05915,應用社會學系社會工作組,9,10,"--
--
--
--
--
底標
--","在校學業
學測總級分",7,"40%
--",2,"44%
--"
05915,應用社會學系社會工作組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05916,傳播學系,6,10,"--
--
--
底標
--
--
--","在校學業
學測社會",4,"49%
--",2,"39%
--"
05916,傳播學系【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
學測社會",0,"--
--",--,
05917,國際事務與企業學系,3,6,"--
--
--
底標
--
--
--","在校學業
學測總級分",3,"42%
--",--,
05917,國際事務與企業學系【外加】,1,1,"--
--
--
底標
--
--
--","在校學業
學測總級分",1,"43%
--",--,
05918,視覺藝術與設計學系,1,5,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",1,"46%
--"
05918,視覺藝術與設計學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
05919,民族音樂學系,1,1,"底標
--
--
--
--
--
--","在校學業
學測國文",1,"49%
--",--,
05919,民族音樂學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05920,建築與景觀學系社會組,3,5,"--
--
--
--
--
底標
--","在校學業
學測總級分",2,"42%
--",1,"37%
--"
05920,建築與景觀學系社會組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05921,創意產品設計學系,3,5,"底標
--
--
--
--
--
--","在校學業
學測總級分",2,"19%
--",1,"44%
--"
05921,創意產品設計學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
05922,資訊工程學系社會組,2,4,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"44%
--",1,"32%
--"
05922,資訊工程學系社會組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05923,資訊管理學系資訊管理組,2,5,"底標
--
--
--
--
--
--","在校學業
學測總級分",2,"29%
--",--,
05923,資訊管理學系資訊管理組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
05924,資訊管理學系多媒體暨行動商務組,0,4,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
05924,資訊管理學系多媒體暨行動商務組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
05925,建築與景觀學系自然組,4,4,"--
--
--
--
--
底標
--","在校學業
學測總級分",2,"42%
--",2,"46%
--"
05925,建築與景觀學系自然組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05926,資訊工程學系自然組,4,4,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"43%
--",3,"49%
--"
05926,資訊工程學系自然組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
05927,自然生物科技學系,6,8,"--
--
--
--
--
底標
--","在校學業
學測總級分",3,"48%
--",3,"47%
--"
05927,自然生物科技學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
