校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
02801,傳統音樂學系南管樂,1,1,"均標
均標
--
--
均標
--
--","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",1,"12%
--
--
--
--
--
--",--,
02802,傳統音樂學系北管樂,1,1,"均標
均標
--
--
均標
--
--","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",1,"19%
--
--
--
--
--
--",--,
02803,傳統音樂學系音樂理論,1,1,"均標
均標
--
--
均標
--
B級","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",1,"12%
--
--
--
--
--
--",--,
02804,戲劇學系,4,4,"頂標
前標
--
--
前標
--
--","在校學業
學測國文
學測英文
學測社會
學測國英社
國語文學業
英語文學業",4,"12%
--
--
--
--
--
--",--,
02805,電影創作學系,4,4,"頂標
前標
--
--
均標
--
B級","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",4,"9%
--
--
--
--
--
--",--,
02805,電影創作學系【外加】,1,1,"頂標
前標
--
--
均標
--
B級","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",1,"13%
--
--
--
--
--
--",--,
02806,劇場設計學系,0,3,"前標
前標
--
--
--
前標
--","在校學業
學測自然
學測英文
學測國文
數學學業
英語文學業
國語文學業",0,"--
--
--
--
--
--
--",--,
02807,新媒體藝術學系,4,4,"--
前標
前標
頂標
--
均標
--","在校學業
數學學業
資訊科技學業
英語文學業
生活科技學業
物理學業
學測英自",3,"17%
--
--
--
--
--
--",1,"15%
--
--
--
--
--
--"
02808,音樂學系《鋼琴》,0,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",0,"--
--
--
--
--
--
--",--,
02808,音樂學系《聲樂》,0,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",0,"--
--
--
--
--
--
--",--,
02808,音樂學系《小提琴》,1,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",1,"5%
--
--
--
--
--
--",--,
02808,音樂學系《法國號》,0,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",0,"--
--
--
--
--
--
--",--,
02808,音樂學系《長笛》,0,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",0,"--
--
--
--
--
--
--",--,
02808,音樂學系《擊樂》,0,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",0,"--
--
--
--
--
--
--",--,
02808,音樂學系《理論作曲》,0,1,"均標
均標
--
--
--
--
B級","在校學業
術科主修
音樂學業
術科聽寫
術科樂理
術科視唱
學測英文",0,"--
--
--
--
--
--
--",--,
02809,音樂與影像跨域學士學位學程,2,2,"均標
均標
--
--
--
--
B級","在校學業
音樂學業
術科樂理
術科聽寫
學測國文
學測英文
術科視唱",2,"1%
--
--
--
--
--
--",--,
02810,美術學系,6,6,"均標
均標
--
--
--
--
B級","在校學業
術科素描
美術學業
學測國文
學測英文
國語文學業
英語文學業",6,"7%
--
--
--
--
--
--",--,
02811,動畫學系,4,4,"均標
均標
--
--
均標
--
B級","在校學業
美術學業
術科素描
術科創意表現
英語文學業
國語文學業
學測社會",4,"4%
--
--
--
--
--
--",--,
