校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
03601,教育學系,15,15,"均標
均標
--
後標
--
--
--","在校學業
學測英文
學測國文
學測數B
英語文學業
國語文學業
數學學業",15,"23%
--
--
--
--
--
--",--,
03602,幼兒教育學系,20,20,"均標
--
--
--
均標
--
--","在校學業
學測國文
學測社會
學測英文
國語文學業
英語文學業
公社學業",20,"35%
11
--
--
--
--
--",--,
03602,幼兒教育學系【外加】,1,3,"均標
--
--
--
均標
--
--","在校學業
學測國文
學測社會
學測英文
國語文學業
英語文學業
公社學業",1,"35%
--
--
--
--
--
--",--,
03603,特殊教育學系,5,5,"均標
均標
--
後標
--
--
--","在校學業
學測國文
學測英文
學測數B
學測社會
國語文學業
英語文學業",5,"34%
--
--
--
--
--
--",--,
03603,特殊教育學系【外加】,0,2,"均標
均標
--
後標
--
--
--","在校學業
學測國文
學測英文
學測數B
學測社會
國語文學業
英語文學業",0,"--
--
--
--
--
--
--",--,
03604,教育心理與輔導學系,12,12,"均標
均標
--
均標
均標
--
--","在校學業
學測國英數B社
學測國文
學測英文
學測數B
學測社會
數學學業",12,"26%
--
--
--
--
--
--",--,
03604,教育心理與輔導學系【外加】,0,2,"均標
均標
--
均標
均標
--
--","在校學業
學測國英數B社
學測國文
學測英文
學測數B
學測社會
數學學業",0,"--
--
--
--
--
--
--",--,
03605,中國語文學系,12,12,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",12,"39%
--
--
--
--
--
--",--,
03605,中國語文學系【外加】,0,2,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",0,"--
--
--
--
--
--
--",--,
03606,英語學系,13,13,"--
前標
--
--
--
--
B級","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
歷史學業",9,"29%
--
--
--
--
--
--",4,"21%
--
--
--
--
--
--"
03606,英語學系【外加】,0,2,"--
前標
--
--
--
--
B級","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
歷史學業",0,"--
--
--
--
--
--
--",--,
